Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,93.040001,93.430000,92.160004,93.290001,91.024261,363400
2020-01-03,92.750000,95.019997,92.750000,94.529999,92.234161,63700
2020-01-06,94.349998,94.629997,93.489998,93.870003,91.590195,89000
2020-01-07,93.599998,94.035004,93.339996,93.959999,91.677994,219500
2020-01-08,94.669998,95.940002,94.589996,95.750000,93.424522,191500
2020-01-09,96.000000,97.290001,95.809998,96.949997,94.595383,58600
2020-01-10,97.190002,97.730003,96.930000,97.559998,95.190559,41500
2020-01-13,97.739998,98.180000,97.360001,97.919998,95.541832,162500
2020-01-14,97.459999,99.139999,97.459999,98.720001,96.322403,147600
2020-01-15,99.110001,100.019997,99.050003,99.349998,96.937088,65400
2020-01-16,99.660004,99.875000,97.820000,98.160004,95.775993,158100
2020-01-17,98.410004,98.800003,97.739998,98.339996,95.951607,71400
2020-01-21,98.320000,100.099998,98.320000,99.830002,97.405418,75200
2020-01-22,100.370003,101.223000,99.730003,99.940002,97.512779,69600
2020-01-23,99.800003,100.199997,99.440002,100.040001,97.610336,85600
2020-01-24,99.970001,100.400002,99.044998,99.669998,97.249321,51800
2020-01-27,98.750000,100.290001,97.920998,100.050003,97.620094,124900
2020-01-28,100.239998,101.550003,99.500000,101.489998,99.025108,65200
2020-01-29,100.449997,101.470001,100.320000,100.720001,98.273811,52100
2020-01-30,100.349998,100.370003,99.510002,100.160004,97.727440,50000
2020-01-31,99.889999,99.889999,97.610001,98.300003,95.912590,184600
2020-02-03,98.599998,99.910004,98.599998,99.580002,97.161499,127200
2020-02-04,100.519997,101.905998,100.080002,100.959999,98.507988,89600
2020-02-05,105.540001,106.129997,100.559998,104.620003,102.079102,108500
2020-02-06,106.250000,112.224998,106.160004,111.360001,108.655411,123200
2020-02-07,110.440002,111.404999,109.040001,110.209999,107.533333,139300
2020-02-10,109.790001,112.029999,109.790001,110.720001,108.030945,102900
2020-02-11,110.709999,111.449997,110.650002,110.879997,108.187065,35300
2020-02-12,110.720001,110.900002,109.709999,110.629997,107.943130,63200
2020-02-13,111.459999,111.730003,110.455002,110.959999,108.265129,38100
2020-02-14,111.610001,112.690002,110.400002,111.709999,108.996902,53800
2020-02-18,114.870003,114.870003,110.440002,110.559998,107.874840,44600
2020-02-19,110.440002,110.739998,108.639999,109.709999,107.045471,151700
2020-02-20,109.400002,110.180000,108.639999,110.019997,107.347946,30800
2020-02-21,109.449997,110.050003,108.419998,108.449997,105.816078,31000
2020-02-24,106.930000,107.480003,105.153000,105.800003,103.230446,46500
2020-02-25,106.470001,106.470001,102.777000,104.260002,101.727844,99300
2020-02-26,104.430000,105.849998,103.690002,104.809998,102.264511,50000
2020-02-27,103.589996,104.050003,101.785004,103.570000,101.054611,49400
2020-02-28,102.559998,102.559998,98.019997,98.849998,96.449226,160700
2020-03-02,98.930000,102.970001,98.930000,102.550003,100.059364,136700
2020-03-03,102.120003,103.160004,99.019997,100.040001,97.610336,78800
2020-03-04,100.720001,102.959999,100.070000,102.690002,100.195969,45400
2020-03-05,98.239998,104.260002,98.239998,104.230003,101.698593,116000
2020-03-06,102.830002,103.650002,99.589996,100.959999,98.507988,158100
2020-03-09,96.010002,96.970001,92.275002,92.529999,90.282738,64800
2020-03-10,94.540001,96.629997,93.290001,96.629997,94.283150,115600
2020-03-11,93.180000,95.235001,91.940002,92.760002,90.507164,108300
2020-03-12,88.709999,88.709999,81.245003,82.099998,80.106026,257500
2020-03-13,85.610001,87.300003,81.089996,87.110001,84.994354,109900
2020-03-16,77.320000,82.230003,71.639999,79.870003,77.930206,124200
2020-03-17,81.650002,84.980003,78.599998,79.589996,77.656998,112500
2020-03-18,76.129997,78.000000,66.699997,71.099998,69.373199,82500
2020-03-19,69.660004,73.879997,67.139999,72.440002,70.680656,128600
